Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level
7024,2026-05-07 18:00:57.973205,2026-05-07,18,19,5,B,Line-1,PCB,BATCH-0934,M-102,,15,9,Done,46.87,1010,2.0,9,Copper,Low,200,150.0,975,509,68.73,2.32,17,4,26.43,35.29,57.43
7025,2025-09-15 14:40:57.973205,2025-09-15,14,38,9,A,Line-3,Sensor,BATCH-4449,M-103,200.0,19,66,Pending,17.35,1035,13.0,6,Copper,Medium,243,613.0,454,898,73.38,3.77,11,1,21.61,37.93,84.9
7026,2025-12-13 12:01:57.973205,2025-12-13,12,50,12,A,Line-1,PCB,BATCH-1490,M-103,52.49,24,26,Done,39.98,1035,10.0,9,Silicon,High,209,545.0,1196,526,66.06,2.69,17,5,37.54,77.21,70.06
7027,2025-10-18 18:44:57.973205,2025-10-18,18,42,10,C,Line-3,PCB,BATCH-5380,M-103,56.3,19,75,Done,43.16,1028,10.0,6,Copper,Low,241,654.0,708,234,79.78,3.99,18,9,31.43,48.43,67.61
7028,2025-09-15 02:38:57.973205,2025-09-15,2,38,9,C,Line-1,Sensor,BATCH-8756,M-104,86.63,5,84,Done,59.56,1001,1.0,12,Plastic,Medium,242,939.0,844,875,99.96,4.95,14,3,21.58,56.1,108.11
7029,2025-06-03 08:43:57.973205,2025-06-03,8,23,6,B,Line-3,PCB,BATCH-5532,M-102,91.53,23,60,Pending,44.14,1016,9.0,6,Plastic,High,250,547.0,544,864,76.32,4.21,3,2,39.26,47.49,101.81
7030,2025-11-04 04:46:57.973205,2025-11-04,4,45,11,B,Line-3,PCB,BATCH-6880,M-102,90.9,7,88,Done,27.85,1002,2.0,9,Silicon,Low,218,679.0,399,592,67.82,4.25,0,1,22.47,48.6,119.17
7031,2026-01-27 16:08:57.973205,2026-01-27,16,5,1,B,Line-1,Sensor,BATCH-7873,M-104,107.71,8,80,Done,38.59,1042,9.0,11,Silicon,High,209,674.0,406,668,89.85,1.66,18,9,39.14,44.57,54.57
7032,2025-11-08 19:51:57.973205,2025-11-08,19,45,11,C,Line-2,Sensor,BATCH-2629,M-103,50.95,10,47,Pending,38.43,1050,10.0,9,Plastic,High,208,550.0,869,489,75.06,2.75,14,0,30.78,48.41,106.85
7033,2025-06-28 22:31:57.973205,2025-06-28,22,26,6,B,Line-3,PCB,BATCH-7290,M-102,103.53,14,30,Done,29.78,1025,4.0,11,Plastic,High,202,308.0,1089,294,73.22,1.1,8,6,35.65,43.85,83.58
7034,2025-05-26 18:25:57.973205,2025-05-26,18,22,5,C,Line-3,Microchip,BATCH-7277,M-102,107.03,23,86,Pending,35.88,1048,9.0,12,Plastic,Medium,204,370.0,785,989,71.89,4.81,5,3,38.12,67.73,75.72
7035,2025-08-29 17:58:57.973205,2025-08-29,17,35,8,A,Line-1,Microchip,BATCH-2230,M-101,,11,5,Pending,24.42,1050,7.0,10,Silicon,High,232,148.0,500,980,61.59,0.79,16,5,39.73,64.52,63.67
7036,2025-07-24 19:35:57.973205,2025-07-24,19,30,7,B,Line-2,Sensor,BATCH-2203,M-103,69.13,6,99,Done,36.22,1040,12.0,9,Copper,High,224,180.0,685,527,66.25,4.44,8,10,29.82,43.3,87.29
7037,2025-07-14 04:44:57.973205,2025-07-14,4,29,7,A,Line-1,Sensor,BATCH-7118,M-104,55.98,24,72,Done,53.49,1016,14.0,7,Copper,Medium,216,299.0,786,409,99.84,4.5,11,5,22.26,42.12,102.99
7038,2025-11-14 15:23:57.973205,2025-11-14,15,46,11,A,Line-2,Microchip,BATCH-5219,M-103,80.57,22,94,Pending,52.35,1009,5.0,11,Plastic,High,203,551.0,647,491,64.26,3.25,9,0,36.31,58.27,97.6
7039,2025-05-24 18:24:57.973205,2025-05-24,18,21,5,A,Line-2,PCB,BATCH-7110,M-104,117.41,22,72,Done,45.16,1018,8.0,6,Copper,Medium,227,702.0,828,303,79.3,4.84,3,8,20.23,52.53,106.64
7040,2026-03-15 02:30:57.973205,2026-03-15,2,11,3,A,Line-3,Microchip,BATCH-0006,M-103,57.55,21,48,Pending,25.99,1023,8.0,8,Silicon,High,235,206.0,660,699,61.12,4.25,8,8,26.57,79.11,87.92
7041,2026-01-30 02:11:57.973205,2026-01-30,2,5,1,B,Line-1,Microchip,BATCH-5333,M-101,79.82,20,75,Pending,59.32,1004,11.0,9,Copper,Medium,213,473.0,545,816,70.38,2.32,15,1,37.92,59.43,58.21
7042,2025-11-13 22:23:57.973205,2025-11-13,22,46,11,A,Line-2,Microchip,BATCH-2360,M-101,104.92,5,90,Done,52.21,1029,2.0,11,Silicon,Low,200,309.0,873,837,94.07,2.68,5,4,21.0,63.85,50.05
7043,2025-09-03 19:07:57.973205,2025-09-03,19,36,9,A,Line-2,Microchip,BATCH-1926,M-104,60.56,19,8,Done,43.16,1023,3.0,6,Silicon,High,204,642.0,981,293,95.37,1.87,20,2,30.1,68.79,106.85
7044,2026-03-04 16:33:57.973205,2026-03-04,16,10,3,B,Line-2,Sensor,BATCH-9157,M-101,89.95,16,105,Pending,59.41,1034,14.0,8,Plastic,High,242,,1022,394,88.46,3.19,15,1,36.61,49.64,100.51
7045,2025-12-06 15:53:57.973205,2025-12-06,15,49,12,A,Line-1,PCB,BATCH-3783,M-104,56.38,20,25,,39.65,1012,8.0,11,Plastic,Low,210,611.0,345,380,60.24,3.85,20,5,21.57,66.31,75.14
7046,2025-12-26 13:15:57.973205,2025-12-26,13,52,12,C,Line-2,PCB,BATCH-0391,M-101,81.26,23,36,Done,46.82,1050,1.0,7,Silicon,Medium,220,562.0,969,256,95.68,4.84,7,8,26.53,62.17,88.95
7047,2025-10-02 20:54:57.973205,2025-10-02,20,40,10,C,Line-1,Microchip,BATCH-4805,M-104,104.23,18,108,Pending,34.03,1044,10.0,8,Silicon,High,234,258.0,704,581,61.06,3.58,11,9,20.32,66.09,58.46
7048,2025-08-06 13:50:57.973205,2025-08-06,13,32,8,B,Line-1,Microchip,BATCH-8636,M-101,102.24,7,12,Pending,40.71,1035,13.0,10,Silicon,Low,245,942.0,812,577,96.67,3.02,13,0,35.54,44.7,79.29
7049,2025-06-25 20:29:57.973205,2025-06-25,20,26,6,C,Line-1,Microchip,BATCH-1734,M-103,84.34,22,57,Done,37.7,1045,5.0,8,Copper,High,247,671.0,719,318,86.98,4.13,12,7,31.88,54.47,84.51
7050,2025-11-06 16:14:57.973205,2025-11-06,16,45,11,B,Line-3,Sensor,BATCH-6497,M-104,50.27,20,66,Done,17.7,1037,3.0,10,Plastic,Medium,221,974.0,1001,779,83.6,4.94,1,7,21.38,49.16,63.37
7051,2025-12-11 17:57:57.973205,2025-12-11,17,50,12,A,Line-1,Microchip,BATCH-7067,M-101,71.35,16,102,Pending,36.25,1048,14.0,9,Silicon,Medium,245,634.0,405,800,79.62,1.91,4,0,28.08,49.0,115.96
7052,2025-06-28 09:03:57.973205,2025-06-28,9,26,6,B,Line-2,Microchip,BATCH-7011,M-102,96.47,18,101,Pending,29.08,1048,6.0,12,Copper,High,216,206.0,1155,1032,64.58,2.33,8,2,27.7,47.49,75.87
7053,2025-11-18 11:09:57.973205,2025-11-18,11,47,11,B,Line-1,PCB,BATCH-6601,M-103,61.12,12,11,Pending,38.78,1030,11.0,9,Silicon,Low,206,485.0,343,825,62.76,3.19,18,4,32.68,58.53,93.66
7054,2025-09-25 14:35:57.973205,2025-09-25,14,39,9,B,Line-3,PCB,BATCH-6890,M-101,69.04,22,10,Done,39.77,1008,10.0,6,Silicon,Low,245,725.0,762,908,69.25,4.37,9,5,21.89,52.04,99.41
7055,2025-09-15 12:48:57.973205,2025-09-15,12,38,9,B,Line-1,PCB,BATCH-3025,M-101,81.35,22,16,Pending,56.13,1039,1.0,6,Copper,Medium,227,284.0,1023,733,91.87,2.01,5,9,32.26,36.38,88.25
7056,2025-09-04 11:43:57.973205,2025-09-04,11,36,9,B,Line-3,Sensor,BATCH-9081,M-101,72.94,7,111,Done,28.6,1028,1.0,7,Plastic,High,245,531.0,953,202,95.76,1.58,11,8,33.21,36.0,64.98
7057,2025-11-22 00:32:57.973205,2025-11-22,0,47,11,A,Line-3,Sensor,BATCH-4965,M-101,60.84,7,62,Done,39.96,1039,14.0,7,Silicon,Medium,224,721.0,330,314,87.52,1.07,6,7,25.22,63.64,66.87
7058,2025-07-26 11:20:57.973205,2025-07-26,11,30,7,C,Line-3,Microchip,BATCH-7730,M-102,105.74,16,7,Pending,49.38,1005,6.0,9,Silicon,Low,216,581.0,1095,435,95.98,2.17,3,0,30.22,45.74,105.8
7059,2025-11-07 20:31:57.973205,2025-11-07,20,45,11,A,Line-1,PCB,BATCH-0668,M-103,93.8,8,31,Pending,44.66,1021,,12,Copper,High,208,684.0,1039,493,75.44,3.52,9,8,23.74,48.88,54.59
7060,2026-03-10 13:16:57.973205,2026-03-10,13,11,3,C,Line-3,Microchip,BATCH-8928,M-103,112.16,7,112,Pending,53.8,1009,14.0,8,Silicon,Medium,204,465.0,656,311,79.34,2.35,1,9,20.78,69.3,59.04
7061,2025-11-20 08:37:57.973205,2025-11-20,8,47,11,B,Line-1,PCB,BATCH-5800,M-103,89.4,18,118,Pending,20.74,1030,2.0,11,Silicon,Low,209,615.0,379,831,96.28,2.24,8,0,34.09,79.48,91.28
7062,2025-06-01 19:52:57.973205,2025-06-01,19,22,6,A,Line-2,PCB,BATCH-2788,M-101,115.21,9,73,Done,29.01,1040,10.0,6,Silicon,Medium,234,546.0,397,994,61.63,3.83,11,1,37.52,70.42,65.83
7063,2025-12-22 01:58:57.973205,2025-12-22,1,52,12,A,Line-3,Sensor,BATCH-5248,M-101,79.29,7,46,Done,39.11,1005,13.0,9,Copper,High,237,140.0,1163,1089,83.48,0.87,0,10,37.28,71.06,81.82
7064,2026-02-04 18:01:57.973205,2026-02-04,18,6,2,B,Line-2,Sensor,BATCH-9744,M-101,111.04,6,114,Pending,41.29,1037,6.0,11,Plastic,High,239,499.0,527,1028,71.03,1.64,11,6,23.08,66.99,94.58
7065,2026-04-22 09:48:57.973205,2026-04-22,9,17,4,A,Line-1,PCB,BATCH-1815,M-101,94.43,14,31,Done,47.3,1034,11.0,9,Plastic,High,207,153.0,897,837,97.91,3.85,15,5,21.85,35.31,113.19
7066,2025-12-08 12:17:57.973205,2025-12-08,12,50,12,C,Line-1,Microchip,BATCH-0692,M-102,100.9,15,93,Done,44.36,1009,1.0,7,Copper,Low,236,374.0,609,1094,89.93,0.81,17,6,25.95,42.09,58.85
7067,2025-07-05 05:22:57.973205,2025-07-05,5,27,7,A,Line-3,Microchip,BATCH-3376,M-102,67.2,17,65,Done,27.29,1013,12.0,11,Silicon,Medium,245,703.0,805,206,67.77,4.09,16,4,37.59,38.17,105.85
7068,2026-04-02 11:13:57.973205,2026-04-02,11,14,4,C,Line-2,Microchip,BATCH-0834,M-104,53.52,17,75,Pending,28.41,1026,,11,Silicon,Medium,207,738.0,994,590,86.87,4.37,8,4,31.28,61.95,59.62
7069,2025-06-11 11:16:57.973205,2025-06-11,11,24,6,A,Line-2,Microchip,BATCH-0493,M-101,114.53,13,38,Pending,31.2,1050,12.0,8,Plastic,High,240,496.0,819,618,64.8,3.96,8,4,23.69,61.91,76.01
7070,2025-10-14 06:43:57.973205,2025-10-14,6,42,10,C,Line-1,PCB,BATCH-7810,M-102,,10,21,Pending,44.99,1013,11.0,8,Copper,High,208,144.0,1056,436,73.14,4.7,1,8,20.03,74.83,87.67
7071,2025-07-09 10:16:57.973205,2025-07-09,10,28,7,B,Line-2,Sensor,BATCH-9390,M-103,66.12,18,42,Pending,49.82,1041,15.0,9,Silicon,Low,217,,803,1050,63.32,2.57,19,3,31.4,53.04,59.88
7072,2026-03-18 12:14:57.973205,2026-03-18,12,12,3,C,Line-2,Sensor,BATCH-6176,M-101,59.65,17,117,Pending,50.05,1037,8.0,10,Copper,Low,250,536.0,618,693,99.3,3.79,0,3,32.63,75.41,65.57
7073,2025-07-29 22:51:57.973205,2025-07-29,22,31,7,C,Line-2,Sensor,BATCH-0852,M-101,68.97,14,85,Pending,36.12,1009,15.0,8,Copper,High,221,598.0,553,885,69.92,2.8,8,2,20.36,48.48,56.97
7074,2025-12-24 02:20:57.973205,2025-12-24,2,52,12,B,Line-2,Sensor,BATCH-1591,M-102,76.78,13,8,Pending,53.45,1010,13.0,9,Plastic,Low,248,480.0,504,690,89.86,1.04,4,1,20.81,59.93,94.84
7075,2025-11-01 16:00:57.973205,2025-11-01,16,44,11,C,Line-1,PCB,BATCH-2045,M-101,91.04,23,72,Pending,19.59,1024,11.0,10,Plastic,Medium,242,865.0,1069,874,87.6,1.06,14,3,24.93,45.96,51.31
7076,2025-12-21 03:27:57.973205,2025-12-21,3,51,12,A,Line-3,PCB,BATCH-6963,M-103,82.29,18,1,Done,31.44,1003,14.0,6,Silicon,Medium,250,720.0,714,581,98.61,2.74,0,9,26.97,74.03,102.16
7077,2025-11-05 16:26:57.973205,2025-11-05,16,45,11,A,Line-1,Sensor,BATCH-6420,M-104,106.33,19,106,Done,31.31,1007,11.0,6,Plastic,Low,236,435.0,692,818,68.89,1.32,20,1,32.47,33.28,51.05
7078,2026-01-07 20:22:57.973205,2026-01-07,20,2,1,A,Line-2,Sensor,BATCH-4231,M-101,73.53,20,47,Done,52.32,1034,6.0,11,Silicon,Medium,211,877.0,947,686,62.69,4.74,16,2,23.4,77.15,105.16
7079,2025-10-20 16:34:57.973205,2025-10-20,16,43,10,B,Line-2,PCB,BATCH-4626,M-102,114.59,12,11,Done,35.81,1034,15.0,8,Plastic,High,229,369.0,660,502,65.62,2.34,2,9,26.06,58.14,118.37
7080,2026-01-29 13:19:57.973205,2026-01-29,13,5,1,A,Line-3,Microchip,BATCH-4862,M-101,83.15,6,59,Pending,48.57,1021,12.0,7,Silicon,Low,247,182.0,308,221,83.19,4.34,13,2,39.42,59.75,71.64
7081,2025-10-03 07:04:57.973205,2025-10-03,7,40,10,A,Line-2,PCB,BATCH-2240,M-103,88.42,18,95,Pending,22.93,1037,7.0,8,Copper,Low,215,199.0,749,539,79.65,2.06,17,5,31.68,76.55,85.49
7082,2025-10-14 10:07:57.973205,2025-10-14,10,42,10,B,Line-3,Sensor,BATCH-7112,M-101,53.56,24,68,Done,32.73,1016,7.0,11,Plastic,Low,219,360.0,307,281,91.78,2.44,19,0,21.11,77.09,54.35
7083,2026-02-06 21:39:57.973205,2026-02-06,21,6,2,C,Line-2,Sensor,BATCH-4410,M-101,72.8,6,57,Done,41.75,1023,10.0,8,Silicon,High,238,655.0,789,860,89.15,1.25,12,0,31.89,61.12,83.94
7084,2026-04-12 11:42:57.973205,2026-04-12,11,15,4,B,Line-1,PCB,BATCH-2625,M-102,67.68,7,97,Done,49.52,1037,5.0,6,Copper,Low,208,461.0,435,763,98.12,4.99,17,1,20.42,36.05,106.88
7085,2025-08-31 18:59:57.973205,2025-08-31,18,35,8,C,Line-3,PCB,BATCH-8129,M-103,101.54,11,111,Pending,32.18,1045,2.0,9,Copper,Medium,240,415.0,525,421,85.68,3.31,7,4,34.6,46.55,74.12
7086,2026-04-30 06:49:57.973205,2026-04-30,6,18,4,A,Line-1,PCB,BATCH-5744,M-102,58.63,19,11,Done,39.17,1017,7.0,6,Plastic,Medium,228,399.0,637,555,71.26,1.16,8,9,39.94,58.59,56.92
7087,2026-02-08 06:52:57.973205,2026-02-08,6,6,2,B,Line-2,Microchip,BATCH-9906,M-102,64.92,20,10,Done,53.01,1035,8.0,11,Plastic,Medium,210,341.0,911,526,70.71,3.93,13,4,27.95,38.94,73.64
7088,2025-09-23 15:00:57.973205,2025-09-23,15,39,9,C,Line-1,Microchip,BATCH-6617,M-104,97.19,18,78,Pending,27.39,1016,12.0,11,Plastic,High,243,152.0,563,540,85.71,2.15,4,3,22.65,61.72,85.46
7089,2025-07-07 22:11:57.973205,2025-07-07,22,28,7,C,Line-1,Sensor,BATCH-0023,M-101,88.72,19,6,Pending,48.25,1007,10.0,9,Silicon,Medium,244,954.0,794,881,86.84,4.19,11,10,38.35,49.28,70.76
7090,2025-10-24 07:31:57.973205,2025-10-24,7,43,10,C,Line-1,Sensor,BATCH-0356,M-103,61.06,5,43,Pending,34.12,1023,12.0,11,Copper,Low,205,,1116,588,85.08,4.39,2,8,35.59,37.23,58.14
7091,2026-02-10 11:49:57.973205,2026-02-10,11,7,2,B,Line-3,Microchip,BATCH-0422,M-102,110.1,11,62,Pending,52.46,1001,11.0,7,Silicon,Low,208,749.0,1151,619,89.65,3.49,13,9,33.52,73.23,104.64
7092,2025-08-16 15:39:57.973205,2025-08-16,15,33,8,C,Line-3,PCB,BATCH-0740,M-104,56.06,9,61,Done,50.65,1045,13.0,6,Plastic,Low,249,173.0,805,1001,93.3,2.82,1,3,25.03,42.62,90.98
7093,2026-05-06 16:46:57.973205,2026-05-06,16,19,5,C,Line-2,Microchip,BATCH-4388,M-103,103.71,8,37,Done,24.79,1028,7.0,6,Copper,Low,248,185.0,587,784,86.15,1.64,17,3,28.99,43.43,100.02
7094,2026-03-08 05:56:57.973205,2026-03-08,5,10,3,A,Line-3,Sensor,BATCH-6240,M-102,106.87,22,23,Done,28.78,1050,10.0,7,Plastic,High,229,881.0,879,349,92.82,3.17,12,0,23.68,58.35,98.2
7095,2025-11-02 17:37:57.973205,2025-11-02,17,44,11,A,Line-1,Microchip,BATCH-2881,M-104,107.76,20,97,Pending,22.75,1035,2.0,10,Plastic,Medium,202,329.0,857,473,72.42,2.42,9,8,21.94,41.99,96.15
7096,2025-06-21 12:52:57.973205,2025-06-21,12,25,6,A,Line-2,PCB,BATCH-9817,M-104,90.28,23,13,Pending,59.95,1049,3.0,12,Copper,High,220,376.0,435,321,95.55,2.65,4,5,21.52,60.42,119.85
7097,2025-08-31 00:38:57.973205,2025-08-31,0,35,8,B,Line-2,PCB,BATCH-4578,M-102,100.35,15,38,Done,17.18,1044,12.0,9,Silicon,Low,244,881.0,1125,662,61.66,3.42,12,3,35.65,30.61,89.85
7098,2025-05-21 16:39:57.973205,2025-05-21,16,21,5,A,Line-1,Microchip,BATCH-4639,M-102,74.7,10,36,Pending,59.99,1026,8.0,11,Silicon,Medium,227,286.0,737,679,85.29,3.25,13,3,31.66,70.64,73.82
7099,2025-05-25 07:19:57.973205,2025-05-25,7,21,5,A,Line-1,Sensor,BATCH-4348,M-102,70.81,22,66,Done,24.22,1031,4.0,8,Plastic,High,232,830.0,689,905,80.03,2.0,20,0,35.5,68.03,111.89
7100,2025-07-25 09:20:57.973205,2025-07-25,9,30,7,A,Line-3,Microchip,BATCH-2228,M-103,94.3,23,23,Pending,31.58,1005,5.0,12,Copper,High,234,126.0,442,314,65.01,4.03,17,5,21.41,39.14,78.77
7101,2025-07-19 14:34:57.973205,2025-07-19,14,29,7,A,Line-3,PCB,BATCH-9583,M-103,,21,29,Done,26.14,1043,3.0,8,Copper,Medium,249,593.0,395,545,99.37,0.89,4,7,35.53,74.34,58.99
7102,2026-01-19 13:03:57.973205,2026-01-19,13,4,1,B,Line-1,PCB,BATCH-6026,M-101,200.0,14,57,Pending,15.85,1036,14.0,11,Plastic,High,236,489.0,1119,743,74.79,0.79,18,4,30.61,45.2,119.53
7103,2025-10-15 22:12:57.973205,2025-10-15,22,42,10,A,Line-2,Sensor,BATCH-3008,M-102,101.89,7,35,Pending,41.86,1011,6.0,12,Silicon,Medium,234,581.0,1011,470,88.81,2.36,13,2,30.51,39.78,112.94
7104,2026-03-23 14:54:57.973205,2026-03-23,14,13,3,C,Line-1,PCB,BATCH-8391,M-103,,18,94,Done,28.72,1038,15.0,12,Plastic,Low,219,410.0,804,537,71.02,2.87,10,10,30.34,47.78,71.04
7105,2026-01-24 17:54:57.973205,2026-01-24,17,4,1,C,Line-3,PCB,BATCH-2015,M-104,55.12,21,81,Pending,32.45,1008,9.0,12,Copper,Medium,243,702.0,793,830,72.48,4.19,0,3,20.63,73.64,79.71
7106,2025-10-01 13:38:57.973205,2025-10-01,13,40,10,B,Line-3,Microchip,BATCH-4117,M-104,83.58,9,120,Pending,25.27,1044,,10,Plastic,Medium,245,120.0,1087,681,67.62,2.55,18,6,39.13,30.66,72.74
7107,2025-10-30 10:39:57.973205,2025-10-30,10,44,10,B,Line-3,Sensor,BATCH-9756,M-103,52.61,18,2,Done,46.77,1038,4.0,6,Plastic,Medium,249,667.0,761,530,65.51,4.99,14,4,29.06,61.93,70.57
7108,2025-08-18 03:46:57.973205,2025-08-18,3,34,8,B,Line-3,PCB,BATCH-1860,M-102,69.26,20,94,Done,20.33,1044,1.0,8,Plastic,High,211,324.0,1193,764,95.85,1.34,17,2,22.06,56.37,63.42
7109,2026-04-03 08:51:57.973205,2026-04-03,8,14,4,A,Line-2,Microchip,BATCH-6470,M-101,110.25,9,83,Done,57.11,1035,7.0,11,Copper,Medium,241,905.0,815,210,75.94,4.13,3,7,22.18,31.76,62.85
7110,2025-11-22 21:56:57.973205,2025-11-22,21,47,11,B,Line-2,PCB,BATCH-9938,M-104,65.73,18,33,Done,57.51,1022,8.0,12,Silicon,Medium,248,765.0,532,289,85.42,3.64,6,7,38.65,76.37,108.74
7111,2025-07-26 04:36:57.973205,2025-07-26,4,30,7,C,Line-2,Microchip,BATCH-8479,M-103,84.01,24,27,Done,51.82,1007,11.0,6,Silicon,High,246,400.0,988,1075,97.14,4.76,11,6,35.32,62.37,59.71
7112,2025-05-24 18:26:57.973205,2025-05-24,18,21,5,C,Line-2,PCB,BATCH-1188,M-103,55.74,9,57,Done,34.97,1021,6.0,9,Copper,Medium,225,629.0,627,544,98.84,4.73,7,7,32.96,51.41,69.39
7113,2026-04-06 05:24:57.973205,2026-04-06,5,15,4,A,Line-3,PCB,BATCH-8687,M-103,74.68,20,18,Pending,34.58,1012,11.0,11,Silicon,Medium,200,745.0,338,783,96.47,2.07,4,5,39.99,52.53,85.25
7114,2026-01-04 19:26:57.973205,2026-01-04,19,1,1,B,Line-2,Microchip,BATCH-3592,M-104,115.29,9,56,Pending,54.69,1017,6.0,10,Copper,High,223,897.0,495,1078,60.43,3.44,4,7,24.04,43.66,59.78
7115,2026-01-22 09:26:57.973205,2026-01-22,9,4,1,C,Line-3,Microchip,BATCH-3393,M-103,119.75,15,25,Done,15.43,1026,9.0,7,Copper,Medium,232,689.0,929,898,99.5,2.27,11,8,34.17,60.75,56.73
7116,2026-05-13 04:19:57.973205,2026-05-13,4,20,5,B,Line-2,Microchip,BATCH-7567,M-101,,20,67,Done,32.31,1036,10.0,6,Silicon,High,248,726.0,419,958,88.99,2.5,5,9,24.05,42.86,83.9
7117,2026-02-20 23:10:57.973205,2026-02-20,23,8,2,C,Line-1,Microchip,BATCH-3826,M-102,79.54,19,36,Pending,19.62,1049,2.0,10,Silicon,Medium,248,265.0,617,593,68.88,3.06,0,9,29.95,63.11,69.39
7118,2025-08-11 04:39:57.973205,2025-08-11,4,33,8,C,Line-2,Sensor,BATCH-2912,M-102,78.07,11,111,Pending,56.81,1031,3.0,11,Plastic,Medium,226,857.0,396,333,63.77,2.09,14,3,31.18,35.74,65.09
7119,2025-08-23 00:09:57.973205,2025-08-23,0,34,8,A,Line-3,Sensor,BATCH-5496,M-103,57.57,5,32,Done,56.92,1012,12.0,11,Plastic,High,225,108.0,506,672,60.86,0.72,7,2,31.41,36.09,99.36
7120,2025-09-23 15:39:57.973205,2025-09-23,15,39,9,B,Line-3,Sensor,BATCH-2732,M-102,55.08,24,0,Pending,33.28,1050,11.0,7,Silicon,Low,243,842.0,1027,1057,91.51,4.03,6,4,20.49,43.52,95.95
7121,2025-12-21 13:46:57.973205,2025-12-21,13,51,12,A,Line-2,Sensor,BATCH-1300,M-104,114.73,14,71,Done,30.4,1041,3.0,9,Plastic,Low,243,360.0,687,953,67.05,2.18,16,9,30.34,68.06,75.75
7122,2026-01-20 13:40:57.973205,2026-01-20,13,4,1,C,Line-3,PCB,BATCH-4092,M-101,,19,70,Pending,50.11,1045,11.0,8,Plastic,Low,249,308.0,1096,495,83.37,4.91,16,6,26.66,61.08,84.08
7123,2025-09-24 13:41:57.973205,2025-09-24,13,39,9,B,Line-1,Microchip,BATCH-0627,M-101,97.79,15,17,Done,20.95,1011,15.0,8,Copper,High,208,541.0,690,1074,78.46,0.93,20,5,32.51,45.44,111.44
7124,2026-01-24 12:24:57.973205,2026-01-24,12,4,1,C,Line-1,PCB,BATCH-5886,M-102,119.12,23,105,Pending,50.23,1022,8.0,9,Plastic,High,204,955.0,893,793,84.28,0.84,19,7,39.82,53.35,86.86
7125,2025-12-20 05:19:57.973205,2025-12-20,5,51,12,B,Line-1,PCB,BATCH-9004,M-102,55.8,21,104,Pending,53.23,1031,4.0,12,Plastic,Low,203,547.0,828,816,94.57,2.35,13,7,24.79,31.97,98.95
7126,2026-02-20 16:14:57.973205,2026-02-20,16,8,2,C,Line-1,PCB,BATCH-9382,M-103,91.56,9,18,Pending,33.66,1001,12.0,7,Copper,Medium,240,306.0,1082,728,61.19,4.84,10,5,21.95,61.7,63.84
7127,2025-07-09 19:56:57.973205,2025-07-09,19,28,7,A,Line-1,Microchip,BATCH-4783,M-103,92.43,14,105,Done,51.94,1045,3.0,9,Copper,Low,230,137.0,1081,301,73.16,3.39,18,2,32.7,32.29,69.53
7128,2025-09-05 06:07:57.973205,2025-09-05,6,36,9,A,Line-2,Microchip,BATCH-8010,M-104,66.75,13,104,Pending,49.69,1012,2.0,9,Copper,Medium,207,927.0,346,936,86.28,3.56,14,5,22.83,70.55,65.69
7129,2025-09-02 17:35:57.973205,2025-09-02,17,36,9,B,Line-1,Sensor,BATCH-6771,M-101,92.55,8,56,Done,39.31,1047,8.0,8,Silicon,Medium,230,179.0,905,433,75.42,1.91,15,9,25.64,48.94,107.16
7130,2025-12-18 07:34:57.973205,2025-12-18,7,51,12,A,Line-1,PCB,BATCH-4752,M-101,57.39,18,60,,21.18,1039,3.0,6,Copper,Low,244,395.0,490,445,63.84,4.67,8,8,27.95,68.51,114.41
7131,2025-10-26 05:14:57.973205,2025-10-26,5,43,10,B,Line-2,Microchip,BATCH-9449,M-102,,21,30,Pending,36.79,1045,14.0,10,Copper,High,211,574.0,793,642,74.8,3.11,9,3,36.86,68.74,54.18
7132,2026-03-27 04:00:57.973205,2026-03-27,4,13,3,C,Line-2,Sensor,BATCH-2023,M-101,105.29,8,85,Pending,46.46,1035,11.0,8,Plastic,Low,250,120.0,1171,622,79.56,3.55,2,0,31.49,41.62,64.47
7133,2025-09-23 16:07:57.973205,2025-09-23,16,39,9,B,Line-1,Sensor,BATCH-8815,M-101,111.6,21,81,Done,29.03,1034,4.0,9,Copper,Medium,220,884.0,1089,862,99.31,2.47,0,8,36.05,72.01,109.77
7134,2025-07-13 14:01:57.973205,2025-07-13,14,28,7,A,Line-3,PCB,BATCH-0934,M-104,111.97,21,17,Pending,32.01,1023,4.0,9,Plastic,Medium,200,976.0,643,327,60.17,4.35,10,6,32.31,49.83,75.69
7135,2026-04-04 00:11:57.973205,2026-04-04,0,14,4,B,Line-2,PCB,BATCH-5491,M-104,81.54,22,101,Pending,32.8,1040,6.0,11,Copper,Medium,244,228.0,1176,373,66.78,3.11,14,6,20.01,39.64,106.8
7136,2025-06-05 20:02:57.973205,2025-06-05,20,23,6,A,Line-1,PCB,BATCH-5848,M-104,51.42,24,106,Done,20.43,1040,2.0,8,Silicon,Medium,236,703.0,882,260,84.46,0.99,20,0,26.34,77.01,100.67
